document_id,document_text,entity,gold_answer
ru-1006,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",PRO,PRO-Facebook
ru-1006,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",PER,PER-Boris-Johnson
ru-1006,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",PER,PER-Theresa-May
ru-1006,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",LOC,GPE-Great-Britain
ru-1006,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.",EVT,EVT-Brexit
ru-1010,"Мэй прокомментировала отставку главы МИД Великобритании. Сегодня, 17:22Борис Джонсон ушел с поста министра иностранных делФото: AFP. Борис Джонсон ушел в отставку с поста министра иностранных дел Великобритании, став третьим министром за последнее время, который покинул правительство. Об этом пишет The Guardian. ""Сегодня днем премьер-министр приняла отставку Бориса Джонсона как министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Борису за работу"" , заявил пресс-секретарь Даунинг-стрит. Премьер-министр достигла компромисса со своим глубоко разделенным Кабинетом министров на встрече в пятницу, но после консультаций с друзьями и союзниками Джонсон решил, что не может продвигать планы Мэй по Brexit. Он сказал, новая правительственная стратегиея сотрудничества Великобритании с ЕС после Brexit это ""попытка сделать из дерьма конфетку"". Ранее стало известно, что 9 июля . Он считает, что Тереза Мэй идет на значительные уступки Брюсселю. Официальная причина ухода в отставку одной из ключевых фигур британского правительства пока неизвестна. Источник сообщил, что поводом для данного решения стали результаты переговоров в резиденции Чекерс, где Вместо Дэвиса сегодня назначен 44-летний Доминик Рааб, который ранее занимал должность министра с вопросам жилищной политики.",PER,PER-Boris-Johnson
ru-1010,"Мэй прокомментировала отставку главы МИД Великобритании. Сегодня, 17:22Борис Джонсон ушел с поста министра иностранных делФото: AFP. Борис Джонсон ушел в отставку с поста министра иностранных дел Великобритании, став третьим министром за последнее время, который покинул правительство. Об этом пишет The Guardian. ""Сегодня днем премьер-министр приняла отставку Бориса Джонсона как министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Борису за работу"" , заявил пресс-секретарь Даунинг-стрит. Премьер-министр достигла компромисса со своим глубоко разделенным Кабинетом министров на встрече в пятницу, но после консультаций с друзьями и союзниками Джонсон решил, что не может продвигать планы Мэй по Brexit. Он сказал, новая правительственная стратегиея сотрудничества Великобритании с ЕС после Brexit это ""попытка сделать из дерьма конфетку"". Ранее стало известно, что 9 июля . Он считает, что Тереза Мэй идет на значительные уступки Брюсселю. Официальная причина ухода в отставку одной из ключевых фигур британского правительства пока неизвестна. Источник сообщил, что поводом для данного решения стали результаты переговоров в резиденции Чекерс, где Вместо Дэвиса сегодня назначен 44-летний Доминик Рааб, который ранее занимал должность министра с вопросам жилищной политики.",LOC,GPE-Great-Britain
ru-1010,"Мэй прокомментировала отставку главы МИД Великобритании. Сегодня, 17:22Борис Джонсон ушел с поста министра иностранных делФото: AFP. Борис Джонсон ушел в отставку с поста министра иностранных дел Великобритании, став третьим министром за последнее время, который покинул правительство. Об этом пишет The Guardian. ""Сегодня днем премьер-министр приняла отставку Бориса Джонсона как министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Борису за работу"" , заявил пресс-секретарь Даунинг-стрит. Премьер-министр достигла компромисса со своим глубоко разделенным Кабинетом министров на встрече в пятницу, но после консультаций с друзьями и союзниками Джонсон решил, что не может продвигать планы Мэй по Brexit. Он сказал, новая правительственная стратегиея сотрудничества Великобритании с ЕС после Brexit это ""попытка сделать из дерьма конфетку"". Ранее стало известно, что 9 июля . Он считает, что Тереза Мэй идет на значительные уступки Брюсселю. Официальная причина ухода в отставку одной из ключевых фигур британского правительства пока неизвестна. Источник сообщил, что поводом для данного решения стали результаты переговоров в резиденции Чекерс, где Вместо Дэвиса сегодня назначен 44-летний Доминик Рааб, который ранее занимал должность министра с вопросам жилищной политики.",PRO,PRO-The-Guardian
ru-1010,"Мэй прокомментировала отставку главы МИД Великобритании. Сегодня, 17:22Борис Джонсон ушел с поста министра иностранных делФото: AFP. Борис Джонсон ушел в отставку с поста министра иностранных дел Великобритании, став третьим министром за последнее время, который покинул правительство. Об этом пишет The Guardian. ""Сегодня днем премьер-министр приняла отставку Бориса Джонсона как министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Борису за работу"" , заявил пресс-секретарь Даунинг-стрит. Премьер-министр достигла компромисса со своим глубоко разделенным Кабинетом министров на встрече в пятницу, но после консультаций с друзьями и союзниками Джонсон решил, что не может продвигать планы Мэй по Brexit. Он сказал, новая правительственная стратегиея сотрудничества Великобритании с ЕС после Brexit это ""попытка сделать из дерьма конфетку"". Ранее стало известно, что 9 июля . Он считает, что Тереза Мэй идет на значительные уступки Брюсселю. Официальная причина ухода в отставку одной из ключевых фигур британского правительства пока неизвестна. Источник сообщил, что поводом для данного решения стали результаты переговоров в резиденции Чекерс, где Вместо Дэвиса сегодня назначен 44-летний Доминик Рааб, который ранее занимал должность министра с вопросам жилищной политики.",LOC,LOC-10-Downing-Street
ru-1010,"Мэй прокомментировала отставку главы МИД Великобритании. Сегодня, 17:22Борис Джонсон ушел с поста министра иностранных делФото: AFP. Борис Джонсон ушел в отставку с поста министра иностранных дел Великобритании, став третьим министром за последнее время, который покинул правительство. Об этом пишет The Guardian. ""Сегодня днем премьер-министр приняла отставку Бориса Джонсона как министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Борису за работу"" , заявил пресс-секретарь Даунинг-стрит. Премьер-министр достигла компромисса со своим глубоко разделенным Кабинетом министров на встрече в пятницу, но после консультаций с друзьями и союзниками Джонсон решил, что не может продвигать планы Мэй по Brexit. Он сказал, новая правительственная стратегиея сотрудничества Великобритании с ЕС после Brexit это ""попытка сделать из дерьма конфетку"". Ранее стало известно, что 9 июля . Он считает, что Тереза Мэй идет на значительные уступки Брюсселю. Официальная причина ухода в отставку одной из ключевых фигур британского правительства пока неизвестна. Источник сообщил, что поводом для данного решения стали результаты переговоров в резиденции Чекерс, где Вместо Дэвиса сегодня назначен 44-летний Доминик Рааб, который ранее занимал должность министра с вопросам жилищной политики.",ORG,ORG-EU
ru-1010,"Мэй прокомментировала отставку главы МИД Великобритании. Сегодня, 17:22Борис Джонсон ушел с поста министра иностранных делФото: AFP. Борис Джонсон ушел в отставку с поста министра иностранных дел Великобритании, став третьим министром за последнее время, который покинул правительство. Об этом пишет The Guardian. ""Сегодня днем премьер-министр приняла отставку Бориса Джонсона как министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Борису за работу"" , заявил пресс-секретарь Даунинг-стрит. Премьер-министр достигла компромисса со своим глубоко разделенным Кабинетом министров на встрече в пятницу, но после консультаций с друзьями и союзниками Джонсон решил, что не может продвигать планы Мэй по Brexit. Он сказал, новая правительственная стратегиея сотрудничества Великобритании с ЕС после Brexit это ""попытка сделать из дерьма конфетку"". Ранее стало известно, что 9 июля . Он считает, что Тереза Мэй идет на значительные уступки Брюсселю. Официальная причина ухода в отставку одной из ключевых фигур британского правительства пока неизвестна. Источник сообщил, что поводом для данного решения стали результаты переговоров в резиденции Чекерс, где Вместо Дэвиса сегодня назначен 44-летний Доминик Рааб, который ранее занимал должность министра с вопросам жилищной политики.",EVT,EVT-Brexit
ru-1010,"Мэй прокомментировала отставку главы МИД Великобритании. Сегодня, 17:22Борис Джонсон ушел с поста министра иностранных делФото: AFP. Борис Джонсон ушел в отставку с поста министра иностранных дел Великобритании, став третьим министром за последнее время, который покинул правительство. Об этом пишет The Guardian. ""Сегодня днем премьер-министр приняла отставку Бориса Джонсона как министра иностранных дел. Его замена будет объявлена в ближайшее время. Премьер-министр благодарит Борису за работу"" , заявил пресс-секретарь Даунинг-стрит. Премьер-министр достигла компромисса со своим глубоко разделенным Кабинетом министров на встрече в пятницу, но после консультаций с друзьями и союзниками Джонсон решил, что не может продвигать планы Мэй по Brexit. Он сказал, новая правительственная стратегиея сотрудничества Великобритании с ЕС после Brexit это ""попытка сделать из дерьма конфетку"". Ранее стало известно, что 9 июля . Он считает, что Тереза Мэй идет на значительные уступки Брюсселю. Официальная причина ухода в отставку одной из ключевых фигур британского правительства пока неизвестна. Источник сообщил, что поводом для данного решения стали результаты переговоров в резиденции Чекерс, где Вместо Дэвиса сегодня назначен 44-летний Доминик Рааб, который ранее занимал должность министра с вопросам жилищной политики.",PER,PER-Dominic-Raab
ru-1011,"Комментируя отставку министра иностранных дел Великобритании Бориса Джонсона, британские СМИ напоминают, что он был одним из самых ярких противников планов премьер-министра Великобритании Терезы Мэй, которая планировала мягкий выход из ЕС. Так, СМИ полагают, что отставка Джонсона, которая последовала сразу же за отставкой министра по выходу Великобритании из ЕС, повысит чувство кризиса в политической элите Великобритании. В дальнейшем это должно претвориться в отставку самой Терезы Мэй, уверено издание The Guardian. Издание называет такое развитие событий самым негативным последствием Brexit. Отметим, что перед отставкой Борис Джонсон уже не стеснялся и открыто критиковал Терезу Мэй, сообщают британские СМИ. Напомним, что до Джонсона поджал в отставку министр по выходу Великобритании из ЕС Дэвид Дэвис. Его отставка состоялась буквально накануне того, как Тереза Мэй должна была Палате общин, в ходе которого она должна представить только что одобренную кабинетом министров стратегию выхода страны из Евросоюза. Разногласия Мэй с Дэвисом и Джонсоном были принципиального характера. Мэй предложила мягкий вариант выхода, суть которого заключается в том, что создание создаются зоны свободной торговли с ЕС для промышленных и сельскохозяйственных товаров, а также сохраняются таможенные стандартов ЕС на границе с Великобританией. В то время как два ключевых министра, которые теперь в отставке, считают такую стратегию ослабляющей страну, она не позволит влиять на решения ЕС. Сам выход Великобритании из ЕС будет оформлен 29 марта.",PER,PER-Boris-Johnson
ru-1011,"Комментируя отставку министра иностранных дел Великобритании Бориса Джонсона, британские СМИ напоминают, что он был одним из самых ярких противников планов премьер-министра Великобритании Терезы Мэй, которая планировала мягкий выход из ЕС. Так, СМИ полагают, что отставка Джонсона, которая последовала сразу же за отставкой министра по выходу Великобритании из ЕС, повысит чувство кризиса в политической элите Великобритании. В дальнейшем это должно претвориться в отставку самой Терезы Мэй, уверено издание The Guardian. Издание называет такое развитие событий самым негативным последствием Brexit. Отметим, что перед отставкой Борис Джонсон уже не стеснялся и открыто критиковал Терезу Мэй, сообщают британские СМИ. Напомним, что до Джонсона поджал в отставку министр по выходу Великобритании из ЕС Дэвид Дэвис. Его отставка состоялась буквально накануне того, как Тереза Мэй должна была Палате общин, в ходе которого она должна представить только что одобренную кабинетом министров стратегию выхода страны из Евросоюза. Разногласия Мэй с Дэвисом и Джонсоном были принципиального характера. Мэй предложила мягкий вариант выхода, суть которого заключается в том, что создание создаются зоны свободной торговли с ЕС для промышленных и сельскохозяйственных товаров, а также сохраняются таможенные стандартов ЕС на границе с Великобританией. В то время как два ключевых министра, которые теперь в отставке, считают такую стратегию ослабляющей страну, она не позволит влиять на решения ЕС. Сам выход Великобритании из ЕС будет оформлен 29 марта.",LOC,GPE-Great-Britain
ru-1011,"Комментируя отставку министра иностранных дел Великобритании Бориса Джонсона, британские СМИ напоминают, что он был одним из самых ярких противников планов премьер-министра Великобритании Терезы Мэй, которая планировала мягкий выход из ЕС. Так, СМИ полагают, что отставка Джонсона, которая последовала сразу же за отставкой министра по выходу Великобритании из ЕС, повысит чувство кризиса в политической элите Великобритании. В дальнейшем это должно претвориться в отставку самой Терезы Мэй, уверено издание The Guardian. Издание называет такое развитие событий самым негативным последствием Brexit. Отметим, что перед отставкой Борис Джонсон уже не стеснялся и открыто критиковал Терезу Мэй, сообщают британские СМИ. Напомним, что до Джонсона поджал в отставку министр по выходу Великобритании из ЕС Дэвид Дэвис. Его отставка состоялась буквально накануне того, как Тереза Мэй должна была Палате общин, в ходе которого она должна представить только что одобренную кабинетом министров стратегию выхода страны из Евросоюза. Разногласия Мэй с Дэвисом и Джонсоном были принципиального характера. Мэй предложила мягкий вариант выхода, суть которого заключается в том, что создание создаются зоны свободной торговли с ЕС для промышленных и сельскохозяйственных товаров, а также сохраняются таможенные стандартов ЕС на границе с Великобританией. В то время как два ключевых министра, которые теперь в отставке, считают такую стратегию ослабляющей страну, она не позволит влиять на решения ЕС. Сам выход Великобритании из ЕС будет оформлен 29 марта.",PER,PER-Theresa-May
ru-1011,"Комментируя отставку министра иностранных дел Великобритании Бориса Джонсона, британские СМИ напоминают, что он был одним из самых ярких противников планов премьер-министра Великобритании Терезы Мэй, которая планировала мягкий выход из ЕС. Так, СМИ полагают, что отставка Джонсона, которая последовала сразу же за отставкой министра по выходу Великобритании из ЕС, повысит чувство кризиса в политической элите Великобритании. В дальнейшем это должно претвориться в отставку самой Терезы Мэй, уверено издание The Guardian. Издание называет такое развитие событий самым негативным последствием Brexit. Отметим, что перед отставкой Борис Джонсон уже не стеснялся и открыто критиковал Терезу Мэй, сообщают британские СМИ. Напомним, что до Джонсона поджал в отставку министр по выходу Великобритании из ЕС Дэвид Дэвис. Его отставка состоялась буквально накануне того, как Тереза Мэй должна была Палате общин, в ходе которого она должна представить только что одобренную кабинетом министров стратегию выхода страны из Евросоюза. Разногласия Мэй с Дэвисом и Джонсоном были принципиального характера. Мэй предложила мягкий вариант выхода, суть которого заключается в том, что создание создаются зоны свободной торговли с ЕС для промышленных и сельскохозяйственных товаров, а также сохраняются таможенные стандартов ЕС на границе с Великобританией. В то время как два ключевых министра, которые теперь в отставке, считают такую стратегию ослабляющей страну, она не позволит влиять на решения ЕС. Сам выход Великобритании из ЕС будет оформлен 29 марта.",ORG,ORG-EU
ru-1011,"Комментируя отставку министра иностранных дел Великобритании Бориса Джонсона, британские СМИ напоминают, что он был одним из самых ярких противников планов премьер-министра Великобритании Терезы Мэй, которая планировала мягкий выход из ЕС. Так, СМИ полагают, что отставка Джонсона, которая последовала сразу же за отставкой министра по выходу Великобритании из ЕС, повысит чувство кризиса в политической элите Великобритании. В дальнейшем это должно претвориться в отставку самой Терезы Мэй, уверено издание The Guardian. Издание называет такое развитие событий самым негативным последствием Brexit. Отметим, что перед отставкой Борис Джонсон уже не стеснялся и открыто критиковал Терезу Мэй, сообщают британские СМИ. Напомним, что до Джонсона поджал в отставку министр по выходу Великобритании из ЕС Дэвид Дэвис. Его отставка состоялась буквально накануне того, как Тереза Мэй должна была Палате общин, в ходе которого она должна представить только что одобренную кабинетом министров стратегию выхода страны из Евросоюза. Разногласия Мэй с Дэвисом и Джонсоном были принципиального характера. Мэй предложила мягкий вариант выхода, суть которого заключается в том, что создание создаются зоны свободной торговли с ЕС для промышленных и сельскохозяйственных товаров, а также сохраняются таможенные стандартов ЕС на границе с Великобританией. В то время как два ключевых министра, которые теперь в отставке, считают такую стратегию ослабляющей страну, она не позволит влиять на решения ЕС. Сам выход Великобритании из ЕС будет оформлен 29 марта.",EVT,EVT-Brexit
ru-1011,"Комментируя отставку министра иностранных дел Великобритании Бориса Джонсона, британские СМИ напоминают, что он был одним из самых ярких противников планов премьер-министра Великобритании Терезы Мэй, которая планировала мягкий выход из ЕС. Так, СМИ полагают, что отставка Джонсона, которая последовала сразу же за отставкой министра по выходу Великобритании из ЕС, повысит чувство кризиса в политической элите Великобритании. В дальнейшем это должно претвориться в отставку самой Терезы Мэй, уверено издание The Guardian. Издание называет такое развитие событий самым негативным последствием Brexit. Отметим, что перед отставкой Борис Джонсон уже не стеснялся и открыто критиковал Терезу Мэй, сообщают британские СМИ. Напомним, что до Джонсона поджал в отставку министр по выходу Великобритании из ЕС Дэвид Дэвис. Его отставка состоялась буквально накануне того, как Тереза Мэй должна была Палате общин, в ходе которого она должна представить только что одобренную кабинетом министров стратегию выхода страны из Евросоюза. Разногласия Мэй с Дэвисом и Джонсоном были принципиального характера. Мэй предложила мягкий вариант выхода, суть которого заключается в том, что создание создаются зоны свободной торговли с ЕС для промышленных и сельскохозяйственных товаров, а также сохраняются таможенные стандартов ЕС на границе с Великобританией. В то время как два ключевых министра, которые теперь в отставке, считают такую стратегию ослабляющей страну, она не позволит влиять на решения ЕС. Сам выход Великобритании из ЕС будет оформлен 29 марта.",PER,PER-David-Davis
ru-1011,"Комментируя отставку министра иностранных дел Великобритании Бориса Джонсона, британские СМИ напоминают, что он был одним из самых ярких противников планов премьер-министра Великобритании Терезы Мэй, которая планировала мягкий выход из ЕС. Так, СМИ полагают, что отставка Джонсона, которая последовала сразу же за отставкой министра по выходу Великобритании из ЕС, повысит чувство кризиса в политической элите Великобритании. В дальнейшем это должно претвориться в отставку самой Терезы Мэй, уверено издание The Guardian. Издание называет такое развитие событий самым негативным последствием Brexit. Отметим, что перед отставкой Борис Джонсон уже не стеснялся и открыто критиковал Терезу Мэй, сообщают британские СМИ. Напомним, что до Джонсона поджал в отставку министр по выходу Великобритании из ЕС Дэвид Дэвис. Его отставка состоялась буквально накануне того, как Тереза Мэй должна была Палате общин, в ходе которого она должна представить только что одобренную кабинетом министров стратегию выхода страны из Евросоюза. Разногласия Мэй с Дэвисом и Джонсоном были принципиального характера. Мэй предложила мягкий вариант выхода, суть которого заключается в том, что создание создаются зоны свободной торговли с ЕС для промышленных и сельскохозяйственных товаров, а также сохраняются таможенные стандартов ЕС на границе с Великобританией. В то время как два ключевых министра, которые теперь в отставке, считают такую стратегию ослабляющей страну, она не позволит влиять на решения ЕС. Сам выход Великобритании из ЕС будет оформлен 29 марта.",PRO,PRO-The-Guardian
